KG,domain,image_metadata,video_metadata,audio_metadata,image,video,audio,sum_perceive,perceivable,alt_image_score,audio_description,video_description,video_subtitle,video_sign_language,audio_subtitle,audio_sign_language,table2_sum,special_needs,accessibility_for_visually_impaired,accessibility_for_deaf,contact_person,dump_size,auth,dump_format,open_license,alternative_access_point_score,sum_operable,operable,version,robots_txt,webpage_status,metadata_broken_links,canonical_ID,robust,metadata_lang,lang,example,labels,description_readability,understandable,sum_overall,mean_overall,sum_T1,mean_T1
university-sussex-reading-lists,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.3333333333,0,-0.06666666667,,,1,,-0.8949181818181807,0.03502727273,-0.8949181818,-0.02315253378,-0.7037738739,-0.04398586712
omwn-als,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.25,0,-0.05,,,0,,0.10620000000000052,0.0354,0.1062,-0.0625,-1.25,-0.078125
omwn-dan,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.6,0,-0.12,,,0,,0.10620000000000052,0.0354,0.1062,-0.03524333392,0.4105990146,0.01866359157
omwn-eng,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.6,0,-0.12,,,0,,0.10620000000000052,0.0354,0.1062,-0.0625,-0.6,-0.0375
omwn-fas,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.1,0,-0.42,,,0,,0.10620000000000052,0.0354,0.1062,-0.03660451923,-1.685672308,-0.1053545192
omwn-fin,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.4,,,0,,0.10620000000000052,0.0354,0.1062,-0.0192625,-2.3082,-0.1442625
omwn-heb,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,0,,0.10620000000000052,0.0354,0.1062,-0.0192625,-3.3082,-0.2067625
omwn-msa,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.10620000000000052,0.0354,0.1062,-0.009334363799,-2.149349821,-0.1343343638
omwn-pol,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.1666666667,0,-0.2333333333,,,0,,0.10620000000000052,0.0354,0.1062,-0.0625,-1.166666667,-0.07291666667
omwn-por,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.1666666667,0,-0.2333333333,,,0,,0.10620000000000052,0.0354,0.1062,-0.0625,-1.166666667,-0.07291666667
omwn-slk,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.10620000000000052,0.0354,0.1062,-0.016725,-1.2676,-0.079225
omwn-swe,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.10620000000000052,0.0354,0.1062,-0.03702211982,-3.085999746,-0.1402727157
vivo,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,1,0,-0.5,0,-0.3,,,1,,-0.8903988361266288,0.03653372129,-0.8903988361,-0.06451612903,-3.438314031,-0.1562870014
cz-cenia-irz-chemicals,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.8901999999999999,0.0366,-0.8902,0.004549107143,-2.927214286,-0.1829508929
http:guava.iis.sinica.edu.twr4r,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-1,0,-0.4,,,1,,-0.8901999999999999,0.0366,-0.8902,-0.006125907258,-1.098014516,-0.06862590726
eea,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,-1,0,-0.2,,,1,,-0.8897274590163932,0.03675751366,-0.889727459,-0.0625,-2,-0.125
ASCDC-AS-TFD-Fish-Species,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-0.889469402985074,0.03684353234,-0.889469403,-0.0625,-2,-0.125
iserve,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,,0,,0.11527500000000024,0.038425,0.115275,0.007475710227,-0.1303886364,-0.008149289773
omwn-ell,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.5,0,-0.1,,,0,,0.12500000000000067,0.04166666667,0.125,-0.019028125,0.19555,0.012221875
omwn-fra,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.12500000000000067,0.04166666667,0.125,-0.0625,-2,-0.125
omwn-slv,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.5333333333,,,0,,0.12500000000000067,0.04166666667,0.125,0.002372058824,-1.628713725,-0.1017946078
omwn-tha,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,0,,0.12500000000000067,0.04166666667,0.125,0.002612392241,-0.9582017241,-0.05988760776
semanticweb-org,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,-1,0,-0.2,,,1,,-0.8728285714285704,0.04239047619,-0.8728285714,-0.02860601289,-2.457696206,-0.1536060129
interactivemaps-gnoss,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,1,0,-1,0,-0.2,,,1,,-0.8725886397608366,0.04247045341,-0.8725886398,0.00590625,0.0945,0.00590625
lremap-auth,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.75,0,-0.55,,,0,,0.13400000000000034,0.04466666667,0.134,-0.05986875,-3.7079,-0.23174375
epa-cdr,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,0,-0.75,0,-0.35,,,1,,-0.859892857142857,0.04670238095,-0.8598928571,-0.03809772727,-1.359563636,-0.08497272727
oceandrilling-janus,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,0,0,-1,-0.25,-1,1,0,-1,0,-0.4,,,1,,-0.858276923076923,0.04724102564,-0.8582769231,0.0127125,-2.7966,-0.1747875
nom,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-1,0,-0.2,,,1,,-0.8520833333333331,0.04930555556,-0.8520833333,-0.05217142857,-0.8347428571,-0.05217142857
environmental-applications-reference-thesaurus,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,-1,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,-0.8478257174392928,0.05072476085,-0.8478257174,-0.03225806452,-2.919415186,-0.1327006903
eumida-linked-data,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,-0.7272727273,0,-0.3454545455,,,1,,-0.8433999999999997,0.0522,-0.8434,-0.05325520833,-2.579356061,-0.1612097538
gemet,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-0.1428571429,0,-0.2285714286,,,1,,-0.8412701612903226,0.05290994624,-0.8412701613,-0.0625,-1.142857143,-0.07142857143
calames,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,1,0,-1,0,-0.2,,,1,,-0.8412517241379305,0.05291609195,-0.8412517241,-0.03225806452,-1.933263154,-0.08787559793
ASCDC-AS-NTUE-School-Art-Textbooks,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-0.8383459459459459,0.05388468468,-0.8383459459,-0.06451612903,-3.945945946,-0.1793611794
deustoentrepreneurship,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,-0.8371328178694154,0.05428906071,-0.8371328179,0.0205,-0.672,-0.042
scholarometer,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.8348532258064506,0.05504892473,-0.8348532258,0.0205,-0.672,-0.042
nobelprizes,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,-1,0,-0.2,,,1,,-0.8347428571428571,0.05508571429,-0.8347428571,-0.04559596774,-3.35675302,-0.1525796827
zhishi-me,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,-1,0,-2,-0.5,-1,1,-1,0,0,-0.4,,,1,,-0.8322199999999993,0.05592666667,-0.83222,-0.05986875,-1.9579,-0.12236875
iconology-dataset,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,0,-1,0,-0.2,,,0,,0.16815000000000002,0.05605,0.16815,-0.0625,-2,-0.125
ElgooG_,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,0,0,-0.4,,,0,,0.1706588235294122,0.05688627451,0.1706588235,-0.015125,-1.242,-0.077625
SocialRoles,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.5,0,-0.3,,,0,,0.17381428571428548,0.05793809524,0.1738142857,-0.0625,-1.5,-0.09375
cz-czso-selected-indicators-of-public-health,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,-0.8224999999999995,0.05916666667,-0.8225,-0.01576772727,-2.252283636,-0.1407677273
datos-bcn-cl,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,0,0,1,0,1,0.25,-1,1,0,0,0,-0.4,,,1,,-0.8166884615384612,0.06110384615,-0.8166884615,0.0205,-1.672,-0.1045
linked-eurostat,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.8083984615384611,0.06386717949,-0.8083984615,-0.03630708841,-2.580913415,-0.1613070884
transparency-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.8059999999999996,0.06466666667,-0.806,-0.0625,-3,-0.1875
HealthCare_Ontology,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.7777777778,0,-0.1555555556,,,0,,0.19490000000000007,0.06496666667,0.1949,-0.03668379934,0.6352814327,0.03970508955
PubChem_RDF,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,1,0,0,0,-0.4,,,0,,0.19490000000000007,0.06496666667,0.1949,-0.005922058824,-0.09475294118,-0.005922058824
green-competitiveness-gnoss,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,1,0,-0.6666666667,0,-0.5333333333,,,1,,-0.8021321266968318,0.06595595777,-0.8021321267,0,-4.58031575,-0.2081961704
ASCDC-NMMBA-Aquatic-Animals-in-Taiwan,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.8010813432835817,0.06630621891,-0.8010813433,0,-3,-0.1875
imf-linked-data,government,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.2,,0,1,0.2373309971,0.09450000000000047,0.06636619942,-0.9055,-0.04416875,-1.7067,-0.10666875
NLW,linguistics,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.5,0,-0.1,,,0,,0.2033999999999998,0.0678,0.2034,0.0078125,-0.375,-0.0234375
princeton-library-findingaids,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,1,0,-1,0,-0.2,,,1,,-0.7953999999999997,0.0682,-0.7954,0.03524744318,-0.4360409091,-0.02725255682
thist,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-1,0,-0.2,,,1,,-0.790029657477026,0.06999011417,-0.7900296575,-0.05364230769,-1.858276923,-0.1161423077
hebis-bibliographic-resources,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.5,0,-0.3,,,1,,-0.7897685714285712,0.07007714286,-0.7897685714,-0.04068080357,-2.150892857,-0.1344308036
cz-ctia-inspections,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,0,,-1,-1,0,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,-0.7887000000000001,0.07043333333,-0.7887,-0.003257065217,-1.052113043,-0.06575706522
world-factbook-fu-berlin,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.7887000000000001,0.07043333333,-0.7887,-0.003264583333,-0.05223333333,-0.003264583333
yovisto,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.7854211538461533,0.07152628205,-0.7854211538,-0.0625,-2,-0.125
fu-berlin-cordis,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-0.25,0,-0.45,,,1,,-0.7835999999999996,0.07213333333,-0.7836,-0.001919354839,-2.209007824,-0.1004094466
personal-homepages,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.221581818181819,0.07386060606,0.2215818182,-0.0294125,-1.4706,-0.0919125
fu-berlin-eures,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,-0.7773999999999995,0.0742,-0.7774,-0.03084402174,-3.493504348,-0.2183440217
lobid-resources,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,0,0,-0.4,,,1,,-0.7755621052631574,0.07481263158,-0.7755621053,-0.0625,-2,-0.125
0080-3626,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-1,0,-0.4,,,0,,0.2248000000000001,0.07493333333,0.2248,-0.0625,-1,-0.0625
t4gm-info,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-1,0,-0.6,,,0,,0.2248000000000001,0.07493333333,0.2248,-0.0192625,-3.3082,-0.2067625
red-uno-internacional-santillana,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,-0.7749065997130555,0.07503113343,-0.7749065997,-0.05729025245,-3.719275846,-0.169057993
istat-immigration,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,-0.7741904761904754,0.07526984127,-0.7741904762,0.0066375,-2.8938,-0.1808625
ISSN:_0080-3626.,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,0,,0.22650000000000037,0.0755,0.2265,0.0054625,-2.9126,-0.1820375
rkb-explorer-budapest,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.7732142857142855,0.0755952381,-0.7732142857,0.002390943878,-3.961744898,-0.2476090561
epa-frs,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,0,0,0,-0.4,,,1,,-0.7728999999999997,0.0757,-0.7729,0.002390943878,-3.961744898,-0.2476090561
heartfailure,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.772337049180328,0.07588765027,-0.7723370492,0.004549107143,-3.927214286,-0.2454508929
European_Patent_Information,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,0,0,-0.4,,,1,,-0.7715076923076919,0.07616410256,-0.7715076923,0.0066375,-2.8938,-0.1808625
staff-organograms-and-pay-thurrock-thames-gateway-development-corporation,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.7710174863387971,0.07632750455,-0.7710174863,0.0078125,-2.875,-0.1796875
Covid-on-the-Web,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,0,1,-0.4,,,1,,-0.7708090909090908,0.0763969697,0.2291909091,0.0066375,-2.8938,-0.1808625
loius,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,-0.7708090909090908,0.0763969697,-0.7708090909,0.0066375,-2.8938,-0.1808625
fu-berlin-project-gutenberg,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,-0.7697115384615381,0.07676282051,-0.7697115385,0.0066375,-2.8938,-0.1808625
hellenic-fire-brigade,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.7674387096774195,0.07752043011,-0.7674387097,0.0078125,-2.875,-0.1796875
hellenic-police,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.7608811946902654,0.07970626844,-0.7608811947,0.0066375,-2.8938,-0.1808625
cz-czso-job-applicants-and-unemployment-rate,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,-0.7541714285714278,0.08194285714,-0.7541714286,0.0054625,-2.9126,-0.1820375
abs-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.7514999999999998,0.08283333333,-0.7515,0.0054625,-2.9126,-0.1820375
english-heritage-periods-list,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,0,0,1,0,1,0.25,-1,1,-1,0,0,-0.4,,,1,,-0.7514999999999998,0.08283333333,-0.7515,0.0042875,-2.9314,-0.1832125
getty-aat,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.744969580924855,0.08501013969,-0.7449695809,0.0054625,-2.9126,-0.1820375
_data1.odw.tw,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,0,,0.25580000000000047,0.08526666667,0.2558,0.0054625,-2.9126,-0.1820375
10.12041geodata.290864223.ver1.db_,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,0,0,-0.4,,,0,,0.25580000000000047,0.08526666667,0.2558,0.00347002551,-3.944479592,-0.2465299745
bioportal-snomedct,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,0,,0.25580000000000047,0.08526666667,0.2558,0.0066375,-2.8938,-0.1808625
Luminaires_senlis,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,0,,0.25580000000000047,0.08526666667,0.2558,0.004549107143,-3.927214286,-0.2454508929
dblp-deusto-gnoss,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,0,0,-0.4,,,1,,-0.7393090909090905,0.0868969697,-0.7393090909,0.0054625,-2.9126,-0.1820375
rkb-explorer-wordnet,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.732097067954466,0.08930097735,-0.732097068,0.0066375,-2.8938,-0.1808625
diavgeia,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,1,0,0,0,-0.4,,,1,,-0.7308612403100767,0.0897129199,-0.7308612403,0.0066375,-2.8938,-0.1808625
isocat,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.7305282442748091,0.08982391858,-0.7305282443,0.0042875,-2.9314,-0.1832125
garnicaplywood,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,-0.7264026086956511,0.09119913043,-0.7264026087,0.0066375,-2.8938,-0.1808625
data-hnm-hu,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,0,0,-0.4,,,1,,-0.7215818362911983,0.09280605457,-0.7215818363,0.0078125,-2.875,-0.1796875
CPC,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,0,0,-0.4,,,1,,-0.716263728813559,0.09457875706,-0.7162637288,0.0066375,-2.8938,-0.1808625
viaf,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,1,,-0.7074333333333328,0.09752222222,-0.7074333333,0.0078125,-2.875,-0.1796875
cz-czso-job-applicants,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,-0.7066999999999997,0.09776666667,-0.7067,0,-4,-0.25
oceandrilling-codices,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,0,0,-1,-0.25,-1,1,0,0,0,-0.4,,,1,,-0.7066999999999997,0.09776666667,-0.7067,-0.01081200658,-1.172992105,-0.07331200658
miguiadeviajes-gnoss,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,1,0,0,0,-0.4,,,1,,-0.7064307692307688,0.09785641026,-0.7064307692,-0.01386666667,-2.221866667,-0.1388666667
taxref-ld,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-1,1,-0.2,,,1,,-0.7060850574712646,0.09797164751,0.2939149425,-0.05729025245,-3.719275846,-0.169057993
bioportal-fda-meddevice,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.75,0,-0.35,,,0,,0.2984909090909098,0.0994969697,0.2984909091,-0.02302379808,-2.118380769,-0.1323987981
fu-berlin-diseasome,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.625,0,-0.125,,,1,,-0.6962332739156267,0.1012555754,-0.6962332739,-0.0625,-0.625,-0.0390625
cz-czso-average-salaries,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,-1,0,-0.2,,,1,,-0.6938999999999999,0.1020333333,-0.6939,-0.02367448136,-2.378791702,-0.1486744814
open-energy-info-wiki,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,1,0,-0.6666666667,0,-0.3333333333,,,1,,-0.6938983228511528,0.1020338924,-0.6938983229,-0.003426480388,0.337066145,0.01532118841
cz-czso-unemployment-rate,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,-0.6919294117647052,0.1026901961,-0.6919294118,-0.02566517857,-2.410642857,-0.1506651786
ASCDC-Tibetan-Audio-Archive,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.5,0,-0.1,,,1,,-0.6911065486725658,0.1029644838,-0.6911065487,-0.04336864518,-1.193898323,-0.07461864518
ineverycrea-argentina,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,-0.690199145299145,0.1032669516,-0.6901991453,0.02473125,0.3957,0.02473125
government-web-integration-for-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.2,0,-0.24,,,1,,-0.6874999999999994,0.1041666667,-0.6875,0,-2.2,-0.1375
ctic-public-dataset,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.6871999999999997,0.1042666667,-0.6872,0.010509375,-1.83185,-0.114490625
gipuzkoademografia,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.2,,,1,,-0.6871999999999997,0.1042666667,-0.6872,-0.02556555556,-0.4090488889,-0.02556555556
provenanceweb,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,-0.6871999999999997,0.1042666667,-0.6872,-0.01512125,-0.24194,-0.01512125
statusnet-alexandrefranke-com,social_networking,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.6871999999999997,0.1042666667,-0.6872,0,-2,-0.125
statusnet-belfalas-org,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,0,0,-0.4,,,1,,-0.6871999999999997,0.1042666667,-0.6872,0,-2,-0.125
statusnet-bonifaz-ec,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.6871999999999997,0.1042666667,-0.6872,0,-3,-0.1875
statusnet-chickenkiller-com,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.6,,,1,,-0.6871999999999997,0.1042666667,-0.6872,0,-4,-0.25
